Ticker,Summary,Label,Confidence,URL
BTC,Largest cryptocurrency has surged by 12% in the last 48 hours. Bitcoin spot ETF to be listed with DTCC this month,NEGATIVE,0.8980571627616882,https://finance.yahoo.com/news/end-crypto-winter-093926791.html
BTC,"Rally is not about Bitcoin ETF optimism, but about risk appetite. Bitcoin could continue to rally if risk appetite improves",NEGATIVE,0.9926819205284119,https://www.marketpulse.com/newsfeed/btc-usd-is-bitcoin-back/emoya
BTC,"Court overturns SEC’s rejection of Grayscale fund. Bitcoin climbs above $31,000 for first time since July",NEGATIVE,0.9425058960914612,https://finance.yahoo.com/news/grayscale-gets-court-order-fight-190431100.html
BTC,A Bitcoin ETF could unlock an estimated $600 billion in new demand. Potential approval could also set a precedent for other countries,NEGATIVE,0.590732753276825,https://finance.yahoo.com/news/bitcoin-spot-etf-delays-flood-130000481.html
BTC,Co-founder of BitMEX blames hawkish U.S. policy for crypto rally. Bitcoin to rise on fears of global inflation: Hayes,NEGATIVE,0.9877322912216187,https://finance.yahoo.com/news/arthur-hayes-says-btc-rallying-053200278.html
BTC,Borroe Finance is leading the crypto race because of its Web3 financing platform. Solana’s adoption rate is going through the roof because it’s a top crypto to buy,POSITIVE,0.6432871222496033,https://finance.yahoo.com/news/bitcoin-solana-borroe-finance-among-142516987.html
BTC,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,The cryptocurrency has more than doubled since the start of the year. A number of applications for Bitcoin ETFs are still awaiting approval,POSITIVE,0.7488734126091003,https://uk.finance.yahoo.com/news/why-bitcoin-prices-doubled-since-163341266.html
BTC,DTCC says listing of BlackRock’s Bitcoin Trust ETF is ‘not indicative of an outcome.’,NEGATIVE,0.9996650218963623,https://finance.yahoo.com/news/bitcoin-surged-above-35000-to-highest-level-since-2022-141522816.html
BTC,Cloud mining platform GlobaleCrypto offers a Bitcoin mining plan with $7 worth of BTC.,NEGATIVE,0.99250727891922,https://finance.yahoo.com/news/globalecrypto-revolutionizes-bitcoin-acquisition-strategies-183000829.html
